Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1991","128293"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1992","132274"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1993","120479"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1994","146177"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1995","139535"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1996","142192"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1997","144435"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1998","145413"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","1999","146132"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2000","153312"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2001","155808"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2002","159141"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2003","168153"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2004","162157"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2005","170302"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2006","174297"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2007","172115"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2008","161455"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2009","170122"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2010","159927"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2011","159815"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2012","168946"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2013","164202"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2014","162780"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2015","216208"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2016","170175"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2017","182497"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2018","173672"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2019","180639"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2020","181881"
"Crops and livestock products","United States of America","Yield","Green corn (maize)","2021","181352"
"Crops and livestock products","United States of America","Yield","Green garlic","1961","89657"
"Crops and livestock products","United States of America","Yield","Green garlic","1962","117859"
"Crops and livestock products","United States of America","Yield","Green garlic","1963","112098"
"Crops and livestock products","United States of America","Yield","Green garlic","1964","128871"
"Crops and livestock products","United States of America","Yield","Green garlic","1965","134468"
"Crops and livestock products","United States of America","Yield","Green garlic","1966","112119"
"Crops and livestock products","United States of America","Yield","Green garlic","1967","128871"
"Crops and livestock products","United States of America","Yield","Green garlic","1968","140104"
"Crops and livestock products","United States of America","Yield","Green garlic","1969","134509"
"Crops and livestock products","United States of America","Yield","Green garlic","1970","145724"
"Crops and livestock products","United States of America","Yield","Green garlic","1971","145745"
"Crops and livestock products","United States of America","Yield","Green garlic","1972","145703"
"Crops and livestock products","United States of America","Yield","Green garlic","1973","145727"
"Crops and livestock products","United States of America","Yield","Green garlic","1974","145717"
